,OBJECTID,DOCUMENT_NBR,CRASH_REPORT_LINK,CRASH_YR,CRASH_MONTH_YEAR,DISTRICT_NBR,NLFID,NLF_JUR_CD,NLF_COUNTY_CD,COUNTY_LOG_NBR,ODOT_LATITUDE_NBR,ODOT_LONGITUDE_NBR,ODOT_FIPS_CD,AREA_CODE,CRASH_DATE,CRASH_SEVERITY_CD,CRASH_TYPE_CD,DAY_IN_WEEK_CD,DISTRACTED_DRIVER_IND,FACILITY_TYPE_CD,FHWA_RDWY_DEPARTURE_IND,FREEWAY_IND,FUNCTIONAL_CLASS_CD,HOUR_OF_CRASH,INCAPAC_INJURIES_NBR,INTERCHANGE_ID,INTERSECTION_ID_CURRENT,INTERSECTION_LEG_ID,INTERSTATE_IND,INV_LOG_NBR,INV_NLFID,IS_COMMERCIAL_RELATED,LIGHT_COND_PRIMARY_CD,LOCAL_REPORT_NUMBER_ID,MAINTENANCE_AUTHORITY_CD,MONTH_OF_CRASH,NHS_CD,NO_INJURY_REPORTED_NBR,NON_INCAPAC_INJURIES_NBR,NUMBER_OF_UNITS_NBR,ODOT_CITY_VILLAGE_TWP_NME,ODOT_CRASH_LOCATION_CD,ODOT_DIR_FROM_REF_CD,ODOT_DIV_UNDIV_IND,ODOT_INTERSECTION_REL_IND,ODOT_LANES_NBR,ODOT_MAINTAINED_HWY_IND,ODOT_MILES_FROM_REF_NBR,ODOT_REF_ROUTE_PREFIX_CD,ODOT_YOUNG_DRIVER_IND,ODPS_ADDRESS_REFERENCE,ODPS_ALCOHOL_IND,ODPS_CITY_VILLAGE_TWP_NME,ODPS_DRUG_IND,ODPS_LOC_DIR_SUFFIX_CD,ODPS_LOC_IN_WORK_ZONE_CD,ODPS_LOC_ROAD_DIRECTION_CD,ODPS_LOC_ROAD_NME,ODPS_LOC_ROAD_SUFFIX_CD,ODPS_LOC_ROUTE_ID,ODPS_LOC_ROUTE_PREFIX_CD,ODPS_LOC_ROUTE_SUFFIX_CD,ODPS_MILEPOST_REFERENCE,ODPS_MOTORCYCLE_IND,ODPS_REF_DIR_SUFFIX_CD,ODPS_REF_DIRECTION_CD,ODPS_REF_GIVEN,ODPS_REF_POINT_USED_CD,ODPS_REF_ROUTE_ID,ODPS_REF_ROUTE_PREFIX_CD,ODPS_REF_ROUTE_SUFFIX_CD,ODPS_REF_SUFFIX_CD,ODPS_SCHOOL_ZONE_IND,ODPS_SENIOR_DRIVER_IND,ODPS_SPEED_IND,ODPS_TOTAL_FATALITIES_NBR,ODPS_TYPE_OF_WORK_ZONE_CD,ODPS_WORK_ZONE_IND,OPER_ACCESS_CONTROL_CD,POSSIBLE_INJURIES_NBR,ROAD_COND_PRIMARY_CD,ROAD_CONTOUR_CD,SA_RAMP_ID,SA_SEGMENT_ID,SECONDARY_CRASH,STATE_TRUE_LOG_NBR,U1_AGE_NBR,U1_AT_FAULT_IND,U1_CONT_CIR_PRIMARY_CD,U1_DIRECTION_FROM_CD,U1_DIRECTION_TO_CD,U1_DISTRACTED_BY_1_CD,U1_GENDER_CD,U1_IS_ALCOHOL_SUSPECTED,U1_IS_MARIJUANA_SUSPECTED,U1_IS_OTHER_DRUG_SUSPECTED,U1_NON_MOTORIST_LOC_CD,U1_NUMBER_OF_THRU_LANES,U1_OBJECT_STRUCK,U1_ODPS_UNIT_NBR,U1_OPERATINGIN_AUTONOMOUS_MODE,U1_POSTED_SPEED_NBR,U1_PRECRASH_ACTION_CD,U1_SEQ_OF_EVENTS_1_CD,U1_SEQ_OF_EVENTS_2_CD,U1_SEQ_OF_EVENTS_3_CD,U1_SEQ_OF_EVENTS_4_CD,U1_SEQ_OF_EVENTS_5_CD,U1_SEQ_OF_EVENTS_6_CD,U1_SPECIAL_FUNCTION_CD,U1_TRAFFIC_CONTROL_CD,U1_TURN_CD,U1_TYPE_OF_UNIT_CD,U1_UNIT_SPEED_NBR,U2_AGE_NBR,U2_CONT_CIR_PRIMARY_CD,U2_DIRECTION_FROM_CD,U2_DIRECTION_TO_CD,U2_DISTRACTED_BY_1_CD,U2_GENDER_CD,U2_NON_MOTORIST_LOC_CD,U2_ODPS_UNIT_NBR,U2_POSTED_SPEED_NBR,U2_PRECRASH_ACTION_CD,U2_SEQ_OF_EVENTS_1_CD,U2_SEQ_OF_EVENTS_2_CD,U2_SEQ_OF_EVENTS_3_CD,U2_SEQ_OF_EVENTS_4_CD,U2_SEQ_OF_EVENTS_5_CD,U2_SEQ_OF_EVENTS_6_CD,U2_SPECIAL_FUNCTION_CD,U2_TRAFFIC_CONTROL_CD,U2_TURN_CD,U2_TYPE_OF_UNIT_CD,U2_UNIT_SPEED_NBR,U3_CONT_CIR_PRIMARY_CD,U3_ODPS_UNIT_NBR,U3_PRECRASH_ACTION_CD,U3_SEQ_OF_EVENTS_1_CD,U3_SEQ_OF_EVENTS_2_CD,U3_SEQ_OF_EVENTS_3_CD,U3_SEQ_OF_EVENTS_4_CD,U3_SEQ_OF_EVENTS_5_CD,U3_SEQ_OF_EVENTS_6_CD,U3_SPECIAL_FUNCTION_CD,U3_TRAFFIC_CONTROL_CD,U3_TYPE_OF_UNIT_CD,UNRESTRAIN_OCCUPANTS,WEATHER_COND_CD,V1,Filter,fileNames,Narrative,clean_Narrative
65,176057820,20176057820,https://hsip.dot.state.oh.us/api/report/20176057820,2017,4/1/2017 0:00,6,MFRAMR04337**C,M,FRA,4.501,40.017836,-83.012245,18000,19234.0,4/30/2017 0:00,Minor injury suspected,Pedalcycles,1,N,,N,N,Other principal arterial roads,3,0,,b4fae241-3032-4833-bfef-2616fe04a3a1,0c3784a3-d5e9-4bc0-a423-3443b636a075,N,4.501,MFRAMR04337**C,N,Dark - lighted roadway,170357191,4,4,,1,1,2,COLUMBUS,T-intersection,E,N,Y,4.0,N,0.002,MR,Y,,N,COLUMBUS,N,,,N,HIGH,ST,,,,,N,,,ARCADIA,1,,,,AVE,N,N,N,0,,N,,0,Dry,Straight level,,322713.0,N,4.501,0,Y,Failure to yield,North,East,,F,N,N,N,Data not valid or not provided,2,Nothing struck,1,2,35,Making leftturn,Pedalcycle,,,,,,None,Signal,Left turn,Sport utility vehicle,25,24.0,20,2.0,1.0,1.0,M,1.0,2,,15.0,20,,,,,,1.0,6.0,NT,26,2.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2017/pdf/176057820,"unit #2 was travelling northbound on n. high st. on his bicycle and was passing through the intersection at arcadia in the crosswalk where he had the walk sign. unit #2 stated that a dark colored suv was travelling southbound on n. high st and made a left turn eastbound on arcadia and struck him in the crosswalk. unit #2 stated that the suv fled the scene eastbound on arcadia. witnesses at scene stated that the vehicle was a dark colored small suv, possibly a buick. witnesses stated that the driver was a female white with blonde hair. unit #2 was transported to riverside hospital by cfd medic 13, where he was treated by dr. dickson for pain in his tailbone.", arcadia walk dark colored arcadia arcadia dark colored possibly buick female blonde hair medic pain tailbone 
70,176207069,20176207069,https://hsip.dot.state.oh.us/api/report/20176207069,2017,4/1/2017 0:00,3,SHURSR00061**C,S,HUR,18.85,41.24283,-82.614581,57302,99754.0,4/28/2017 0:00,Property damage only,Pedalcycles,6,N,Two-way roadway,N,N,Other principal arterial roads,14,0,,bab8aac7-5d6e-4505-afee-3ac8905cdd0d,c2b49a33-ed07-44fb-adf4-c294af94101a,N,18.85,SHURSR00061**C,N,Daylight,2-17-1639,4,4,,1,0,2,NORWALK,Four-way intersection,S,N,Y,4.0,N,0.002,CR,N,,N,NORWALK,N,,,S,LINWOOD,AVE,,,,,N,,E,MAIN,1,61,SR,,ST,N,N,N,0,,N,3.0,0,Dry,Straight level,,136336.0,N,78.106,0,Y,Improper crossing,East,South,Data not valid or not provided,U,N,N,N,Intersection ? marked crosswalk,2,Nothing struck,1,2,25,Entering or crossing specified location,Motor vehicle in transport,Other / unknown,Other / unknown,Other / unknown,Other / unknown,Other / unknown,None,Signal,Left turn,Bicycle,10,62.0,1,2.0,1.0,1.0,F,,2,25.0,1.0,15,99.0,99.0,99.0,99.0,99.0,1.0,2.0,NT,3,10.0,,,,,,,,,,,,,0,Cloudy,,Non_WZ_Non_CMV,2017/pdf/176207069,a norwalk resident reported a male riding a bicycle struck the passenger side of her vehicle while attempting to clear an intersection. the bicyclist did not stop and rode off southbound on south linwood avenue.ptlm. z. o'neil/122,norwalk resident male ptlm z o'neil 
129,176074114,20176074114,https://hsip.dot.state.oh.us/api/report/20176074114,2017,5/1/2017 0:00,6,MFRAMR04355**C,M,FRA,0.479,40.051256,-82.919976,18000,19234.0,5/26/2017 0:00,Minor injury suspected,Pedalcycles,6,N,,N,N,Major collector roads,21,0,,,,N,0.479,MFRAMR04355**C,N,Dark - lighted roadway,170443393,4,5,,3,1,2,COLUMBUS,Four-way intersection,W,N,Y,2.0,N,0.002,,Y,,N,COLUMBUS,N,,,,EASTON MARKET,RD,,,,,N,,,MORSE CROSSING,1,,,,RD,N,N,N,0,,N,,0,Dry,Straight level,,322738.0,N,0.479,18,Y,Failure to yield,South,North,,M,N,N,N,Intersection ? marked crosswalk,2,Nothing struck,1,2,0,Entering or crossing specified location,Motor vehicle in transport,,,,,,None,Signal,No turn,Bicycle,15,33.0,1,4.0,2.0,1.0,F,,2,35.0,5.0,15,,,,,,1.0,2.0,RT,3,10.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2017/pdf/176074114,"unit 2 was traveling eastbound on easton market approaching the light at morse crossing and attempting to make a right hand turn to head southbound. unit 1 was traveling northbound on the sidewalk on the west side of morse crossing. unit 2 proceeded to make a right hand turn at the intersection and unit 1 failed to yield to the visible stop signal at the crosswalk and struck unit 2. unit 1's front bicycle tire struck unit 2 in the front right bumper. driver of unit 1 had minor injuries and was transported in stable condition to st. ann's hospital by cfd medic 28. unit 2 had minor damage and was driven from scene. unit 1 was cited for riding a bicycle on the sidewalk, no front bicycle lamp, and no rear red lamp.", proceed visible tire bumper stable ann medic lamp lamp 
152,176069011,20176069011,https://hsip.dot.state.oh.us/api/report/20176069011,2017,5/1/2017 0:00,6,MFRAMR01021**C,M,FRA,0.14,39.943862,-83.051105,18000,19234.0,5/18/2017 0:00,Injury possible,Pedalcycles,5,N,,N,N,Local roads,20,0,,18414d11-fe2c-4332-b8bb-b218e4c1f86c,32bb3d93-74d5-416b-8174-fcf6dd606210,N,0.14,MFRAMR01021**C,N,Daylight,170417210,4,5,,2,0,2,COLUMBUS,Not an intersection,N,N,N,2.0,N,0.019,MR,N,,N,COLUMBUS,N,,,,HILLTONIA,AVE,,,,,N,,,SAFFORD,1,,,,AVE,N,N,N,0,,N,,1,Dry,Straight level,,129479.0,N,0.14,9,Y,Improper crossing,East,West,,M,N,N,N,Sidewalk,2,Nothing struck,1,2,25,"Walking, running, jogging, playing",Motor vehicle in transport,,,,,,None,No control,No turn,Bicycle,2,33.0,1,2.0,1.0,1.0,F,,2,25.0,1.0,15,,,,,,1.0,6.0,NT,3,10.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2017/pdf/176069011,"on may 18, 2017 at 8:15pm, unit #2 was northbound on hilltonia ave while unit #2, a bicycle, was crossing hilltonia ave from east to west. unit #1 rode into the right rear of unit #2. rider of unit #1 was transported to children's hospital in stable condition by cfd medic #817. rider of unit #1 was treated by emergency room staff and x-rays are pending at the time of the follow-up. due to the circumstances, no citations were issued.", pm hilltonia hilltonia child stable medic room staff x ray pende follow issue 
155,176075871,20176075871,https://hsip.dot.state.oh.us/api/report/20176075871,2017,5/1/2017 0:00,12,CCUYCR00162**C,C,CUY,1.266,41.482497,-81.923972,4416,17668.0,5/27/2017 0:00,Property damage only,Pedalcycles,7,N,,N,N,Local roads,19,0,,eaf8984d-7087-4750-90d6-8408af2ab484,9bb22741-ae64-45f4-be2d-fb19e1e33141,N,1.266,CCUYCR00162**C,N,Daylight,17-06310,4,5,,2,0,2,BAY VILLAGE,Not an intersection,,N,N,2.0,N,0.0,,N,531 CAHOON RD,N,BAY VILLAGE,N,,,,CAHOON,RD,162,CR,,,N,,,,3,,,,,N,Y,N,0,,N,,0,Dry,Straight level,,68718.0,N,1.266,12,Y,Failure to yield,East,West,,M,N,N,N,Driveway access,2,Nothing struck,1,2,25,Entering or crossing specified location,Motor vehicle in transport,,,,,,None,No control,No turn,Bicycle,10,65.0,1,2.0,1.0,1.0,F,10.0,2,25.0,1.0,15,,,,,,1.0,6.0,NT,3,25.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2017/pdf/176075871,"unit #2 was traveling northbound on cahoon road. as unit #2 passed 531 cahoon, unit #1 (bicycle occupied by moell) failed to yield the right-of-way and ran westbound from a driveway into the right rear portion of unit #2 as it passed northbound. independent witness submitted statement. property damage only. no injuries. photos. taken.", cahoon cahoon portion independent submit statement photo take 
160,176076445,20176076445,https://hsip.dot.state.oh.us/api/report/20176076445,2017,5/1/2017 0:00,6,MFRAMR04280**C,M,FRA,2.966,39.946992,-83.031404,18000,19234.0,5/28/2017 0:00,Minor injury suspected,Pedalcycles,1,N,,N,N,Other principal arterial roads,13,0,,e7fa0f35-ff9d-40dc-b0cc-24b1411e766a,36fa9a9f-6cc0-460a-b03d-cc3517a70b6e,N,2.966,MFRAMR04280**C,N,Daylight,170448250,4,5,,2,1,2,COLUMBUS,Off ramp,S,N,Y,4.0,N,0.0,RA,N,,N,COLUMBUS,N,,,,,,70,IR,,,N,,W,MOUND,1,,,,ST,N,N,N,0,,N,,0,Dry,Straight level,,127431.0,N,2.966,0,Y,Failure to yield,North,West,,F,N,N,N,Data not valid or not provided,2,Nothing struck,2,2,35,Making righturn,Pedalcycle,,,,,,None,Signal,Right turn,Sport utility vehicle,15,32.0,1,4.0,3.0,1.0,M,1.0,1,35.0,14.0,20,,,,,,1.0,2.0,NT,26,5.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2017/pdf/176076445,unit 1 was bicycling e/b on w mound st. across the cross walk to 70 w/b exit ramp to w mound st when unit 2 whom was exiting the ramp from 70 attempting to turn w/b on w mound st failed to yield to the 2 occupants on the bike and causing a crash. the female occupant on the bike (unit 1) was standing on the foot pegs on the rear of the bike and was hit by the front of unit 2. the female on unit 1 was transported to mount carmel west in stable condition by cfd medic 890. the unknown driver of unit 2 did stop but failed to provide any personal information to unit 1 and left the scene. a witness to the crash whom was traveling behind unit 2 provided responding officers the license plate and vehicle description. the witness stated that the driver of unit 2 also gave unit 1 some money to not report the crash to police. initially both occupants in unit 1 did not want to file a report and were uncooperative. then a block later the female in unit 1 decided that she was having difficulty walking and decided to file a crash report., walk occupant female occupant stand foot peg female stable medic unknown provide personal provide license plate description give money initially occupant want file uncooperative later female decide have difficulty walk decide file 
162,176076855,20176076855,https://hsip.dot.state.oh.us/api/report/20176076855,2017,5/1/2017 0:00,6,MFRAMR00430**C,M,FRA,0.439,39.995358,-82.999068,18000,19234.0,5/18/2017 0:00,Minor injury suspected,Pedalcycles,5,N,,N,N,Minor arterial roads,18,0,,edfcd368-4fed-4367-9364-a83f77472817,5b57d044-0aaa-4488-9b83-583692977eda,N,0.439,MFRAMR00430**C,N,Daylight,170416755,4,5,,1,1,2,COLUMBUS,T-intersection,E,N,Y,2.0,N,0.038,US,Y,,N,COLUMBUS,N,,,,CHITTENDEN,AVE,,,,,N,,,4TH,1,,,,ST,N,N,N,0,,N,,0,Dry,Straight level,,114269.0,N,0.439,0,Y,Failure to yield,North,South,,M,N,N,N,Data not valid or not provided,2,Nothing struck,1,2,0,Straight ahead,Pedalcycle,,,,,,None,Yield sign,No turn,Sport utility vehicle,0,20.0,1,3.0,4.0,1.0,M,5.0,2,,15.0,20,,,,,,1.0,6.0,NT,26,,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2017/pdf/176076855,"unit #2 stated that he was riding his bicycle westbound on chittenden avenue, just east of the n. 4th street intersection, and that he was in the main westbound travel lane. he stated that unit #2 was facing southbound in the alley, just east of n. 4th street. he stated that unit #2 failed to yield at the alley and pulled out in front of him, causing him to strike the driver's side of the vehicle. unit #2 described unit #1 as being a silver toyota suv being driven by a somali male. unit #1 fled the area without stopping. unit #2 was transported to grant hospital by cfd medic #7 for complaints of shoulder and right leg pain. unit #2 was treated by dr. christopher szlag.", chittenden face  describe toyota somali male medic leg pain szlag 
166,176077160,20176077160,https://hsip.dot.state.oh.us/api/report/20176077160,2017,5/1/2017 0:00,10,SWASSR00618**C,S,WAS,4.81,39.27639,-81.595497,5424,67672.0,5/28/2017 0:00,Property damage only,Pedalcycles,1,N,Two-way roadway,N,N,Minor arterial roads,20,0,,299a415b-d75a-4df6-be09-55c69c99d2a6,03a381ac-cfa0-47a5-bad8-23f1458e2667,N,4.81,SWASSR00618**C,N,Daylight,17003591,4,5,,4,0,2,BELPRE,Driveway/alley access,S,N,N,4.0,N,0.019,CR,N,,N,BELPRE,N,,,,GEORGE,ST,,,,,N,,,,1,618,SR,,,N,N,N,0,,N,3.0,0,Dry,Curve grade,,164023.0,N,4.81,60,Y,Failure to yield,West,East,,M,N,N,N,Driveway access,2,Nothing struck,2,2,25,Entering or crossing specified location,Motor vehicle in transport,,,,,,None,No control,No turn,Bicycle,3,30.0,1,1.0,2.0,1.0,F,,1,25.0,1.0,15,,,,,,1.0,6.0,NT,3,10.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2017/pdf/176077160,unit 1 was traveling sb on george st ext near washington blvd. unit 2 pulled out of spires motors and fty to unit 1 and struck unit 1 in the passenger side. unit 1 had minor damage along the length of the passenger side. all parties declined medical assistance on scene. the operator of unit 2 stated only injury was a scuffed left elbow. citation issued to operator of unit 2 for fty from private drive., ext near motor fty length party decline assistance scuff elbow issue fty 
180,176096026,20176096026,https://hsip.dot.state.oh.us/api/report/20176096026,2017,5/1/2017 0:00,8,CHAMCR00101**C,C,HAM,1.736,39.219561,-84.578308,16616,16885.0,5/23/2017 0:00,Serious injury suspected,Pedalcycles,3,N,,N,N,Minor arterial roads,16,1,,8e7909dd-690d-4b5b-a816-04f9a6c397b5,b70c2ccd-a929-48e8-a1d6-ea9c8c426eb2,N,1.736,CHAMCR00101**C,N,Daylight,2017- 19242,2,5,,2,0,2,COLERAIN TOWNSHIP,Not an intersection,,N,N,2.0,N,0.0,,N,2745,N,COLERAIN TOWNSHIP,N,,,W,GALBRAITH,RD,,,,,N,,,,3,,,,,N,N,N,0,,N,,0,Dry,Straight grade,,19541.0,N,1.736,8,Y,Failure to yield,,North,,M,N,N,N,Travel lane ? other location,2,Nothing struck,1,2,35,"Walking, running, jogging, playing",Motor vehicle in transport,,,,,,None,No control,Left turn,Bicycle,0,29.0,1,4.0,3.0,1.0,F,,2,35.0,1.0,15,,,,,,1.0,6.0,NT,3,35.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2017/pdf/176096026,unit 2 was traveling eastbound on w. galbraith road. unit 1 (juvenile riding a bicycle) was traveling eastbound on the sidewalk on w. galbraith road. unit 1 swerved to the left exiting the sidewalk and entering the eastbound lane of travel that was already occupied unit 2. unit 2 took evasive action and swerved to the left but was unable to avoid striking unit 1. the front right of unit 2 struck unit 1 causing the bike to become wedged under the front right of unit 2. the operator of unit 1 became disengaged from the bicycle causing him to be thrown into the eastbound lane of travel. unit 1 slid down the pavement before coming to an uncontrolled final rest in the eastbound lane of travel next to the curb. unit 2 drug the bicycle down the center turn lane before coming to a controlled final rest in the center turn lane., swerve occupy take evasive action swerve unable avoid wedge disengage throw slide pavement uncontrolled final rest center final rest center 
185,176098511,20176098511,https://hsip.dot.state.oh.us/api/report/20176098511,2017,7/1/2017 0:00,8,SHAMUS00027**C,S,HAM,3.196,39.119986,-84.525187,15000,16885.0,7/8/2017 0:00,Minor injury suspected,Pedalcycles,7,N,Two-way roadway,N,N,Other principal arterial roads,10,0,,3f67e0ac-de14-4d63-8540-023e839f823f,a43dbd75-16bd-4ed2-9297-5957e8afb26b,N,3.196,SHAMUS00027**C,N,Daylight,175010135,4,7,,1,1,2,CINCINNATI,Four-way intersection,,N,Y,4.0,N,0.0,,Y,2106,N,CINCINNATI,N,,,,CENTRAL,PKWY,,,,,N,,,,3,,,,,N,N,N,0,,N,3.0,0,Dry,Straight level,,261582.0,N,3.196,19,Y,None,East,West,,F,N,N,N,Data not valid or not provided,2,Nothing struck,2,2,30,Straight ahead,Pedalcycle,,,,,,None,No control,No turn,Sport utility vehicle,20,42.0,99,1.0,2.0,1.0,M,4.0,1,30.0,15.0,20,,,,,,1.0,2.0,NT,26,5.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2017/pdf/176098511,"unit #2 wb on central parkway and had right of way (green light), unit #1 sb from mohawk crossing central parkway, and was struck by unit #2. unit #2 fled scene w/o exchanging information and was stopped moments later by police at 1160 bank st. contact was made with unit #2's drivers door and bicycle (unit #1) unit #1 was transported to u.c. hospital for complaint of leg, back and neck pain. no external visible injuries", central mohawk central w o exchange moment later bank contact door uc leg neck pain external visible 
212,176115753,20176115753,https://hsip.dot.state.oh.us/api/report/20176115753,2017,8/1/2017 0:00,12,SLAKUS00020**C,S,LAK,4.8,41.63262,-81.412211,85484,17668.0,8/14/2017 0:00,Property damage only,Pedalcycles,2,N,Two-way roadway,N,N,Minor arterial roads,13,0,,eb581c9c-2ac8-45b8-b224-1490c1daac34,13c1fd1a-b03e-4d07-a008-37c28323d414,N,4.8,SLAKUS00020**C,N,Daylight,1724053,4,8,,2,0,2,WILLOUGHBY,Four-way intersection,,N,Y,2.0,N,0.0,MR,Y,,N,WILLOUGHBY,N,,,,GROVE,AVE,,,,,N,,,,1,20,US,,,N,N,N,0,,N,3.0,0,Dry,Straight level,,274988.0,N,207.315,27,N,Other improper action,,,,M,N,N,N,Data not valid or not provided,2,Nothing struck,1,2,25,Making leftturn,Pedalcycle,,,,,,None,Signal,Left turn,Sport utility vehicle,2,15.0,99,8.0,5.0,1.0,F,1.0,2,25.0,14.0,20,,,,,,1.0,2.0,NT,26,3.0,,,,,,,,,,,,,0,Cloudy,,Non_WZ_Non_CMV,2017/pdf/176115753,"unit 1 was stopped at a red light on grove ave., at the intersection with us 20. unit 1 was intending on making a left- hand turn onto us 20 when the light turned green. unit 2 (bicycle) was traveling on the sidewalk of us 20, approaching grove ave. from the sw. driver of unit 1 stated that the light turned green and he began to accelerate but immediately hit the brakes because he noticed unit 2 entering the roadway from the sidewalk. rider of unit 2 states that when she entered the roadway from the sidewalk, the walk/don't walk sign showed that she had the right of way. minor contact was made between the vehicle and the bicycle in the roadway. no injuries or damage were reported by either unit.", intend  accelerate immediately brake notice walk do not walk show contact 
213,176116022,20176116022,https://hsip.dot.state.oh.us/api/report/20176116022,2017,8/1/2017 0:00,6,MFRAMR00752**C,M,FRA,0.132,39.948983,-82.91923,18000,19234.0,8/15/2017 0:00,Injury possible,Pedalcycles,3,N,,N,N,Local roads,15,0,,725b4dc6-2118-4123-a822-8fcd92034dff,9339dd1b-3513-4301-95fb-a1feb71f11a2,N,0.132,MFRAMR00752**C,N,Daylight,170707246,4,8,,1,0,2,COLUMBUS,Not an intersection,N,N,N,2.0,N,0.133,MR,Y,,N,COLUMBUS,N,,,,EASTMOOR,BLVD,,,,,N,,E,LIVINGSTON,1,,,,AVE,N,N,N,0,,N,,1,Dry,Straight level,,313540.0,N,0.132,0,Y,Other improper action,South,North,,U,N,N,N,Data not valid or not provided,2,Nothing struck,1,2,25,Straight ahead,Other / unknown,,,,,,None,No control,No turn,Sport utility vehicle,25,16.0,1,2.0,1.0,1.0,F,7.0,2,25.0,,20,,,,,,1.0,6.0,NT,26,5.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2017/pdf/176116022,"on the listed date and time, unit #2 reported riding her bike northbound toward brownlee ave. on eastmoor blvd. unit #2 stated that she was traveling in the west side of the street in order to go around a parked car that was jutting out from the roadway. unit #2 stated that a dark colored suv approached from the rear (from south to north) and also traveled around the parked car and in doing so, she was struck by an object protruding from the driver's side of the vehicle. this caused her to be thrown from her bike and perhaps striking her head on the pavement. her mother transported her to bexley urgent care where she was treated for her injuries by dr. sarah newkirk.",list eastmoor order jutting dark colored object protrude throw pavement mother bexley urgent care newkirk 
240,176207121,20176207121,https://hsip.dot.state.oh.us/api/report/20176207121,2017,7/1/2017 0:00,3,CHURCR00245**C,C,HUR,0.71,41.247214,-82.591109,57316,99754.0,7/21/2017 0:00,Minor injury suspected,Pedalcycles,6,N,,N,N,Other principal arterial roads,17,0,,cb8e5c11-6282-41c2-95ff-7ba6cdfc36ae,da7b8531-9864-48ae-a675-e67abdbbc434,N,0.71,CHURCR00245**C,N,Daylight,2/17/2962,2,7,,1,1,2,NORWALK TOWNSHIP,Four-way intersection,,N,Y,2.0,N,0.0,CR,N,,Y,NORWALK,N,,,,CLEVELAND,RD,,,,,N,,S,OLD STATE,1,,,,RD,N,N,N,0,,N,,0,Dry,Straight level,,37136.0,N,0.71,54,Y,Improper crossing,South,North,,M,N,N,N,Intersection ? other,2,Nothing struck,1,2,35,Entering or crossing specified location,Motor vehicle in transport,Other / unknown,Other / unknown,Other / unknown,Other / unknown,Other / unknown,None,Stop sign,No turn,Bicycle,5,36.0,1,4.0,2.0,1.0,F,,2,35.0,5.0,15,99.0,99.0,99.0,99.0,99.0,1.0,6.0,RT,3,15.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2017/pdf/176207121,unit 1 was traveling north on old state road near the intersection of old state and cleveland road. unit 2 was traveling east on cleveland road and turning south on to old state road. unit 1 failed to yield the right of way to unit 2 and struck unit 2 in the side. unit 1 was transported to ftmc by ncems.ptlm. crabill/132, old near old old ftmc ncemsptlm crabill 
248,176149647,20176149647,https://hsip.dot.state.oh.us/api/report/20176149647,2017,10/1/2017 0:00,2,MLUCMR04015**C,M,LUC,3.518,41.638095,-83.625958,77000,87868.0,10/11/2017 0:00,Minor injury suspected,Pedalcycles,4,N,,N,N,Other principal arterial roads,17,0,,a13a2915-f906-4789-a9fe-5d9a50514f46,186eff07-29e5-420e-b183-1ac428e6c2ca,N,3.518,MLUCMR04015**C,N,Daylight,1.71011E+13,4,10,,2,1,2,TOLEDO,Four-way intersection,,N,Y,4.0,N,0.0,CR,Y,,N,TOLEDO,N,,,S,BYRNE,RD,,,,,N,,,HILL,1,,,,AVE,N,N,N,0,,N,,0,Wet,Straight level,,149763.0,N,3.518,21,Y,Failure to yield,South,West,,M,N,N,N,Data not valid or not provided,2,Nothing struck,2,2,45,Making leftturn,Pedalcycle,,,,,,None,Signal,Left turn,Sport utility vehicle,15,54.0,1,1.0,2.0,1.0,M,1.0,1,45.0,14.0,20,,,,,,1.0,6.0,NT,26,2.0,,,,,,,,,,,,,0,Rain,,Non_WZ_Non_CMV,2017/pdf/176149647,unit #1 was traveling southbound on s. byrne rd near hill ave. unit #2 was traveling northbound on s. byrne rd near hill ave. unit #1 attempted to travel southbound along the crosswalk while being prompted by the crosswalk signal to cross. unit #2 attempted to make a left turn onto hill ave from s. byrne rd. unit #2 struck unit #1 in the crosswalk area. unit #1 claimed injury and tfd engine 4 was on scene. unit #1 was transported to utmc by life squad 5. unit #2 was cited. officer crissman and officer tierney were on scene to assist with further investigation. (photographs and paint), near near prompt tfd engine utmc life squad crissman assist 
