OBJECTID,DOCUMENT_NBR,CRASH_REPORT_LINK,CRASH_YR,CRASH_MONTH_YEAR,DISTRICT_NBR,NLFID,NLF_JUR_CD,NLF_COUNTY_CD,COUNTY_LOG_NBR,ODOT_LATITUDE_NBR,ODOT_LONGITUDE_NBR,ODOT_FIPS_CD,AREA_CODE,CRASH_DATE,CRASH_SEVERITY_CD,CRASH_TYPE_CD,DAY_IN_WEEK_CD,DISTRACTED_DRIVER_IND,FACILITY_TYPE_CD,FHWA_RDWY_DEPARTURE_IND,FREEWAY_IND,FUNCTIONAL_CLASS_CD,HOUR_OF_CRASH,INCAPAC_INJURIES_NBR,INTERCHANGE_ID,INTERSECTION_ID_CURRENT,INTERSECTION_LEG_ID,INTERSTATE_IND,INV_LOG_NBR,INV_NLFID,IS_COMMERCIAL_RELATED,LIGHT_COND_PRIMARY_CD,LOCAL_REPORT_NUMBER_ID,MAINTENANCE_AUTHORITY_CD,MONTH_OF_CRASH,NHS_CD,NO_INJURY_REPORTED_NBR,NON_INCAPAC_INJURIES_NBR,NUMBER_OF_UNITS_NBR,ODOT_CITY_VILLAGE_TWP_NME,ODOT_CRASH_LOCATION_CD,ODOT_DIR_FROM_REF_CD,ODOT_DIV_UNDIV_IND,ODOT_INTERSECTION_REL_IND,ODOT_LANES_NBR,ODOT_MAINTAINED_HWY_IND,ODOT_MILES_FROM_REF_NBR,ODOT_REF_ROUTE_PREFIX_CD,ODOT_YOUNG_DRIVER_IND,ODPS_ADDRESS_REFERENCE,ODPS_ALCOHOL_IND,ODPS_CITY_VILLAGE_TWP_NME,ODPS_DRUG_IND,ODPS_LOC_DIR_SUFFIX_CD,ODPS_LOC_IN_WORK_ZONE_CD,ODPS_LOC_ROAD_DIRECTION_CD,ODPS_LOC_ROAD_NME,ODPS_LOC_ROAD_SUFFIX_CD,ODPS_LOC_ROUTE_ID,ODPS_LOC_ROUTE_PREFIX_CD,ODPS_LOC_ROUTE_SUFFIX_CD,ODPS_MILEPOST_REFERENCE,ODPS_MOTORCYCLE_IND,ODPS_REF_DIR_SUFFIX_CD,ODPS_REF_DIRECTION_CD,ODPS_REF_GIVEN,ODPS_REF_POINT_USED_CD,ODPS_REF_ROUTE_ID,ODPS_REF_ROUTE_PREFIX_CD,ODPS_REF_ROUTE_SUFFIX_CD,ODPS_REF_SUFFIX_CD,ODPS_SCHOOL_ZONE_IND,ODPS_SENIOR_DRIVER_IND,ODPS_SPEED_IND,ODPS_TOTAL_FATALITIES_NBR,ODPS_TYPE_OF_WORK_ZONE_CD,ODPS_WORK_ZONE_IND,OPER_ACCESS_CONTROL_CD,POSSIBLE_INJURIES_NBR,ROAD_COND_PRIMARY_CD,ROAD_CONTOUR_CD,SA_RAMP_ID,SA_SEGMENT_ID,SECONDARY_CRASH,STATE_TRUE_LOG_NBR,U1_AGE_NBR,U1_AT_FAULT_IND,U1_CONT_CIR_PRIMARY_CD,U1_DIRECTION_FROM_CD,U1_DIRECTION_TO_CD,U1_DISTRACTED_BY_1_CD,U1_GENDER_CD,U1_IS_ALCOHOL_SUSPECTED,U1_IS_MARIJUANA_SUSPECTED,U1_IS_OTHER_DRUG_SUSPECTED,U1_NON_MOTORIST_LOC_CD,U1_NUMBER_OF_THRU_LANES,U1_OBJECT_STRUCK,U1_ODPS_UNIT_NBR,U1_OPERATINGIN_AUTONOMOUS_MODE,U1_POSTED_SPEED_NBR,U1_PRECRASH_ACTION_CD,U1_SEQ_OF_EVENTS_1_CD,U1_SEQ_OF_EVENTS_2_CD,U1_SEQ_OF_EVENTS_3_CD,U1_SEQ_OF_EVENTS_4_CD,U1_SEQ_OF_EVENTS_5_CD,U1_SEQ_OF_EVENTS_6_CD,U1_SPECIAL_FUNCTION_CD,U1_TRAFFIC_CONTROL_CD,U1_TURN_CD,U1_TYPE_OF_UNIT_CD,U1_UNIT_SPEED_NBR,U2_AGE_NBR,U2_CONT_CIR_PRIMARY_CD,U2_DIRECTION_FROM_CD,U2_DIRECTION_TO_CD,U2_DISTRACTED_BY_1_CD,U2_GENDER_CD,U2_NON_MOTORIST_LOC_CD,U2_ODPS_UNIT_NBR,U2_POSTED_SPEED_NBR,U2_PRECRASH_ACTION_CD,U2_SEQ_OF_EVENTS_1_CD,U2_SEQ_OF_EVENTS_2_CD,U2_SEQ_OF_EVENTS_3_CD,U2_SEQ_OF_EVENTS_4_CD,U2_SEQ_OF_EVENTS_5_CD,U2_SEQ_OF_EVENTS_6_CD,U2_SPECIAL_FUNCTION_CD,U2_TRAFFIC_CONTROL_CD,U2_TURN_CD,U2_TYPE_OF_UNIT_CD,U2_UNIT_SPEED_NBR,U3_CONT_CIR_PRIMARY_CD,U3_ODPS_UNIT_NBR,U3_PRECRASH_ACTION_CD,U3_SEQ_OF_EVENTS_1_CD,U3_SEQ_OF_EVENTS_2_CD,U3_SEQ_OF_EVENTS_3_CD,U3_SEQ_OF_EVENTS_4_CD,U3_SEQ_OF_EVENTS_5_CD,U3_SEQ_OF_EVENTS_6_CD,U3_SPECIAL_FUNCTION_CD,U3_TRAFFIC_CONTROL_CD,U3_TYPE_OF_UNIT_CD,UNRESTRAIN_OCCUPANTS,WEATHER_COND_CD,V1,Filter,fileNames,Narrative
186133378,20186133378,https://hsip.dot.state.oh.us/api/report/20186133378,2018,8/1/2018 0:00,6,CFRACR00017**C,C,FRA,1.595,40.060332,-82.970862,18000,19234,8/19/2018 0:00,Serious injury suspected,Pedalcycles,1,N,NA,N,N,Other principal arterial roads,18,1,NA,4d1d6630-1456-4fc8-a29f-52d105794583,b7105856-56b3-46ac-87e8-2f36db08b339,N,1.595,CFRACR00017**C,Y,Daylight,180696986,4,8,,2,0,3,COLUMBUS,Four-way intersection,E,Y,Y,6,N,0.005,MR,N,,Y,COLUMBUS,N,,NA,,MORSE,RD,,,,,N,,,TAMARACK,1,,,,BLVD,N,N,N,0,NA,N,NA,1,Dry,Straight level,NA,9210,N,1.595,0,Y,Failure to yield,South,East,NA,M,N,N,N,Data not valid or not provided,2,Other fixed object,1,2,45,Making righturn,Motor vehicle in transport,Pedalcycle,Other fixed object,NA,NA,NA,None,Signal,Right turn,Sport utility vehicle,45,28,1,4,3,1,F,NA,2,45,1,20,NA,NA,NA,NA,NA,5,6,NT,6,30,1,3,15,20,NA,NA,NA,NA,NA,1,2,26,0,Clear,NA,Non_WZ_CMV,NA,NA
193113213,20193113213,https://hsip.dot.state.oh.us/api/report/20193113213,2019,6/1/2019 0:00,12,CCUYCR00284**C,C,CUY,3.7,41.530572,-81.528959,73264,17668,6/18/2019 0:00,Minor injury suspected,Pedalcycles,3,N,NA,N,N,Major collector roads,19,0,NA,d55635d7-2ece-485f-b512-6cd26eea76dc,80a5cb5d-ad6d-4bc5-aab8-ebd9e8ff81a7,N,3.7,CCUYCR00284**C,Y,Daylight,20190362,4,6,,1,1,2,SOUTH EUCLID,Four-way intersection,,Y,Y,4,N,0,MR,N,,N,SOUTH EUCLID,N,,NA,S,BELVOIR,BLVD,,,,,N,,,ADRIAN,1,,,,RD,N,N,N,0,NA,N,NA,0,Dry,Straight level,NA,37313,N,3.7,12,Y,Improper crossing,South,East,NA,M,N,N,N,Intersection ? marked crosswalk,4,Nothing struck,2,2,25,Other non-motorist,Motor vehicle in transport,NA,NA,NA,NA,NA,None,Flasher,Right turn,Bicycle,0,58,1,1,2,1,F,NA,1,35,1,15,NA,NA,NA,NA,NA,1,3,NT,3,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Clear,NA,Non_WZ_CMV,2019/pdf/193113213,"unit 1 stated:she was driving s b s. belvoir blvd second lane from the curb approaching the intersection of adrian with a flashing yellow light. unit 2 (bicyclist) came from e b adrian s. belvoir into her path, she put on her brakes but struck unit 2. rn unit 2 stated:he was riding his bike (mens huffy superia 15 spd #ah15c005451) s b s. belvoir (west side on sidewalk) approaching adrian. he continued onto adrain , thought it was clear to turn left and then turned left (e b) on a flashing red light into the s b lanes (outside of the crosswalk) of s. belvoir and was struck by unit 1. upon impact the he was thrown onto the hood of unit 1 and rolled off onto the pavement of s b s.belvoir hitting his head on the ground. r n sefd arrived on scene and met with unit 2 who was now with his mother (leanna jones). he had a cuts on his left arm elbow and his head hurt. unit 2 refused a transport and his mother will take him to the hospital."
194251310,20194251310,https://hsip.dot.state.oh.us/api/report/20194251310,2019,9/1/2019 0:00,12,SCUYUS00020**C,S,CUY,23.439,41.521239,-81.591465,23380,17668,9/8/2019 0:00,Property damage only,Pedalcycles,1,N,Two-way roadway,N,N,Other principal arterial roads,17,0,NA,f7941713-2d79-4064-8999-d5c7c207430c,fac1562a-cc96-47fa-896b-dbc01442f3c4,N,23.439,SCUYUS00020**C,Y,Daylight,1904164,4,9,N,2,0,2,EAST CLEVELAND,Not an intersection,,N,N,2,N,0,,N,13354,N,EAST CLEVELAND,N,,NA,,,,20,,,,N,,,,3,,,,,N,N,Y,0,NA,N,3,0,Dry,Straight level,NA,345720,N,194.995,0,Y,Improper lane change,East,West,Data not valid or not provided,U,N,N,N,Data not valid or not provided,4,Nothing struck,1,2,25,Changing lanes,Pedalcycle,NA,NA,NA,NA,NA,None,No control,No turn,Sport utility vehicle,45,39,1,3,4,1,M,5,2,25,1,20,NA,NA,NA,NA,NA,NA,6,NT,26,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Clear,NA,Non_WZ_CMV,NA,NA
214029380,20214029380,https://hsip.dot.state.oh.us/api/report/20214029380,2021,1/1/2021 0:00,6,TFRATR01061**C,T,FRA,0.208,40.043804,-82.959427,16112,19234,1/29/2021 0:00,Property damage only,Pedalcycles,6,N,NA,N,N,Local roads,17,0,NA,a60c45a4-7f43-4186-90e3-de0ec490853d,684b7383-25b4-4541-b0a4-d8daa8818f7f,N,0.208,TFRATR01061**C,Y,Dawn/dusk,2116183,3,1,,2,0,2,CLINTON TOWNSHIP,Four-way intersection,,N,Y,2,N,0,CR,N,,N,CLINTON TOWNSHIP,N,,NA,W,MELROSE,AVE,,,,,N,,,CLEVELAND,1,,,,AVE,N,N,N,0,NA,N,NA,0,Dry,Straight level,NA,205310,N,0.208,51,N,None,West,East,NA,M,N,N,N,Data not valid or not provided,1,Nothing struck,1,2,25,Straight ahead,Pedalcycle,NA,NA,NA,NA,NA,Police,Stop sign,No turn,Sport utility vehicle,0,14,1,1,2,9,M,2,2,35,1,20,NA,NA,NA,NA,NA,1,6,NT,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Clear,NA,Non_WZ_CMV,NA,NA
214074300,20214074300,https://hsip.dot.state.oh.us/api/report/20214074300,2021,3/1/2021 0:00,5,CLICCR00585**C,C,LIC,0.392,40.059424,-82.393792,54040,61705,3/29/2021 0:00,Property damage only,Pedalcycles,2,N,NA,N,N,Minor arterial roads,16,0,NA,13d2e4d3-8812-4103-89b1-18a26abc23f3,1cd05c3d-2468-492c-a9f0-7f6990f7b319,N,0.392,CLICCR00585**C,Y,Daylight,2021-00009977,4,3,,2,0,2,NEWARK,Four-way intersection,,N,Y,4,N,0,CR,N,,N,NEWARK,N,,NA,E,MAIN,ST,,,,,N,,,BUENA VISTA,1,,,,RD,N,N,N,0,NA,N,NA,0,Dry,Straight level,NA,49892,N,0.392,41,Y,Failure to yield,East,South,NA,M,N,N,N,Data not valid or not provided,2,Nothing struck,1,2,25,Making leftturn,Pedalcycle,NA,NA,NA,NA,NA,Police,Signal,Left turn,Sport utility vehicle,5,38,1,3,4,NA,M,1,2,NA,20,20,NA,NA,NA,NA,NA,1,2,NT,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Clear,NA,Non_WZ_CMV,NA,NA
174002632,20174002632,https://hsip.dot.state.oh.us/api/report/20174002632,2017,2/1/2017 0:00,12,MCUYMR12613**C,M,CUY,0.196,41.510651,-81.53263,73264,17668,2/6/2017 0:00,Injury possible,Pedalcycles,2,N,NA,N,N,Local roads,14,0,NA,7961cae4-78a7-42c0-b481-f3054829ee05,a3864bee-9b53-48de-9d6e-01caa56e67af,N,0.196,MCUYMR12613**C,N,Daylight,201700400,4,2,,1,0,2,SOUTH EUCLID,Four-way intersection,,N,Y,2,N,0,MR,Y,,N,SOUTH EUCLID,N,,NA,,HINSDALE,RD,,,,,N,,,MIRAMAR,1,,,,BLVD,N,Y,N,0,NA,N,NA,1,Dry,Straight level,NA,139773,N,0.196,76,Y,Failure to yield,East,West,NA,F,N,N,N,Data not valid or not provided,2,Nothing struck,2,2,25,Straight ahead,Pedalcycle,NA,NA,NA,NA,NA,None,Stop sign,No turn,Sport utility vehicle,20,21,1,2,1,1,M,3,1,25,15,20,NA,NA,NA,NA,NA,1,6,NT,26,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Clear,NA,Non_WZ_Non_CMV,NA,NA
174007444,20174007444,https://hsip.dot.state.oh.us/api/report/20174007444,2017,3/1/2017 0:00,5,MLICMR00956**C,M,LIC,1.301,40.058127,-82.432771,54040,61705,3/20/2017 0:00,Property damage only,Pedalcycles,2,N,NA,N,N,Major collector roads,13,0,NA,57a9c955-77b1-4b6f-95bb-839542bf8ffa,065cac7c-212c-407a-b1ee-9ec852c1041f,N,1.301,MLICMR00956**C,N,Daylight,2017-00006856,4,3,,2,0,2,NEWARK,Four-way intersection,W,N,Y,2,N,0.009,MR,Y,,N,NEWARK,N,,NA,W,CHURCH,ST,,,,,N,,,DIETRICH,1,,,,ST,N,N,N,0,NA,N,NA,0,Dry,Straight level,NA,125909,N,1.301,36,Y,Other improper action,West,East,NA,M,N,N,N,Other / unknown,2,Nothing struck,1,2,35,Unknown,Motor vehicle in transport,NA,NA,NA,NA,NA,None,Signal,No turn,Bicycle,5,24,1,1,2,1,F,NA,2,35,11,15,NA,NA,NA,NA,NA,1,2,NT,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Cloudy,NA,Non_WZ_Non_CMV,NA,NA
176020624,20176020624,https://hsip.dot.state.oh.us/api/report/20176020624,2017,2/1/2017 0:00,8,CHAMCR00732**C,C,HAM,0.634,39.107205,-84.507799,15000,16885,2/13/2017 0:00,Injury possible,Pedalcycles,2,N,NA,N,N,Other principal arterial roads,12,0,NA,c517c93f-3530-4457-a315-9b2afbfaf16d,7eb66825-36f0-4f04-9332-cb2009b42104,N,0.634,CHAMCR00732**C,N,Daylight,175002141,4,2,,1,0,2,CINCINNATI,Four-way intersection,,N,Y,4,N,0,,N,1000,N,CINCINNATI,N,,NA,,BROADWAY,ST,,,,,N,,,,3,,,,,N,N,N,0,NA,N,NA,1,Dry,Straight level,NA,35343,N,0.634,0,Y,Improper crossing,East,West,Data not valid or not provided,U,N,N,N,Intersection ? marked crosswalk,2,Nothing struck,1,2,25,"Walking, running, jogging, playing",Motor vehicle in transport,NA,NA,NA,NA,NA,None,No control,No turn,Bicycle,10,54,1,2,5,1,F,NA,2,25,5,15,NA,NA,NA,NA,NA,1,2,RT,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Clear,NA,Non_WZ_Non_CMV,NA,NA
176010716,20176010716,https://hsip.dot.state.oh.us/api/report/20176010716,2017,1/1/2017 0:00,8,CHAMCR00461**C,C,HAM,0.378,39.1057,-84.428414,15000,16885,1/22/2017 0:00,Minor injury suspected,Pedalcycles,1,N,NA,N,N,Major collector roads,15,0,NA,,,N,0.378,CHAMCR00461**C,N,Daylight,175001083,4,1,,2,1,2,CINCINNATI,Shared-use paths or trails,,N,N,2,N,0,,N,358,N,CINCINNATI,N,,NA,,WILMER,AVE,,,,,N,,,,3,,,,,N,Y,N,0,NA,N,NA,0,Dry,Straight level,NA,28855,N,0.378,81,Y,Failure to yield,East,NA,NA,M,N,N,N,Data not valid or not provided,2,Nothing struck,1,2,35,Making righturn,Pedalcycle,NA,NA,NA,NA,NA,None,Stop sign,Right turn,Sport utility vehicle,5,55,1,1,2,1,M,11,2,35,15,20,NA,NA,NA,NA,NA,1,4,NT,26,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Clear,NA,Non_WZ_Non_CMV,2017/pdf/176010716,"unit #1 was exiting a private driveway intending to turn northwest onto wilmer ave. unit #2, a bicycle with an attached trailer bicycle, was traveling southbound on the lunken bike trail. unit #1 failed to yield to unit #2, struck unit #2 causing the passenger on the trailer bike to be thrown to the ground causing facial injuries. the passenger was treated at the scene by cfd and was going to be transported by his parents to a dentist/doctor."
174007655,20174007655,https://hsip.dot.state.oh.us/api/report/20174007655,2017,4/1/2017 0:00,7,SMIASR00185**C,S,MIA,9.64,40.144914,-84.269019,62848,99759,4/15/2017 0:00,Minor injury suspected,Pedalcycles,7,N,Two-way roadway,N,N,Minor arterial roads,13,0,NA,e55febe9-fb37-4cb2-8e38-b016e242b484,29fa06f5-69b7-4937-91d1-8e9dc1ca4d0b,N,9.64,SMIASR00185**C,N,Daylight,17PI04339,4,4,,6,1,2,PIQUA,Driveway/alley access,,N,N,4,N,0,,N,120,N,PIQUA,N,,NA,N,SUNSET,DR,,,,,N,,,,3,,,,,N,N,N,0,NA,N,3,0,Dry,Straight level,NA,189725,N,21.48,14,Y,Other improper action,West,East,NA,F,N,N,N,Driveway access,2,Nothing struck,2,2,35,"Walking, running, jogging, playing",Motor vehicle in transport,NA,NA,NA,NA,NA,None,No control,No turn,Bicycle,10,27,1,1,2,1,F,NA,1,35,1,15,NA,NA,NA,NA,NA,1,6,NT,3,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Clear,NA,Non_WZ_Non_CMV,NA,NA
174002813,20174002813,https://hsip.dot.state.oh.us/api/report/20174002813,2017,1/1/2017 0:00,12,SCUYIR00480**N,S,CUY,10.579,41.420832,-81.779986,16000,17668,1/19/2017 0:00,Injury possible,Pedalcycles,5,N,Two-way roadway,N,Y,Interstate route,15,0,19700,,,Y,10.572,SCUYIR00480**C,N,Daylight,779,1,1,N,2,0,2,CLEVELAND,Four-way intersection,,Y,Y,8,Y,0,,Y,,N,CLEVELAND,N,,NA,,,,480,IR,,,N,,W,130TH,1,,,,ST,N,N,N,0,NA,N,1,1,Dry,Straight grade,NA,56980,N,12.883,38,N,Other improper action,East,North,NA,M,N,N,N,Data not valid or not provided,2,Nothing struck,1,2,35,Making righturn,Pedalcycle,NA,NA,NA,NA,NA,None,Signal,Right turn,Sport utility vehicle,5,18,99,1,2,1,M,1,2,35,14,20,NA,NA,NA,NA,NA,1,2,NT,26,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Clear,NA,Non_WZ_Non_CMV,NA,NA
176015255,20176015255,https://hsip.dot.state.oh.us/api/report/20176015255,2017,2/1/2017 0:00,8,SHAMSR00264**C,S,HAM,7.837,39.158283,-84.632711,31752,16885,2/3/2017 0:00,Injury possible,Pedalcycles,6,N,Two-way roadway,N,N,Minor arterial roads,7,0,NA,bb94982a-761f-4711-b514-60b0c15d22d4,e7d7da8d-edd5-4f9d-955a-d2b6f6e2f04c,N,7.837,SHAMSR00264**C,N,Dark - lighted roadway,2.017E+12,1,2,,0,0,2,GREEN TOWNSHIP,Driveway/alley access,,N,N,4,Y,0,,N,5576,N,GREEN TOWNSHIP,N,,NA,,,RD,264,SR,,,N,,,,3,,,,,N,N,N,0,NA,N,3,1,Dry,Straight level,NA,329122,N,7.837,13,N,Other improper action,West,East,NA,M,N,N,N,Driveway access,2,Nothing struck,1,2,5,"Walking, running, jogging, playing",Motor vehicle in transport,NA,NA,NA,NA,NA,None,No control,No turn,Bicycle,0,NA,99,1,2,NA,,NA,2,5,1,15,NA,NA,NA,NA,NA,1,4,NT,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Clear,NA,Non_WZ_Non_CMV,2017/pdf/176015255,unit 1 (bicyclist) states he was riding his bicycle eastbound on the sidewalk near the driveway of bridgeport apts. he attempted to ride across the driveway when an silver suv heading southbound pulled up to the stop sign causing him to strike the right front of the suv. unit 1 stated: the driver of the suv asked if he was ok and then drove off. he further stated: there was damage to the suv and his bicycle.
174001582,20174001582,https://hsip.dot.state.oh.us/api/report/20174001582,2017,1/1/2017 0:00,12,CCUYCR00424**C,C,CUY,0.992,41.470231,-81.696867,16000,17668,1/26/2017 0:00,Minor injury suspected,Pedalcycles,5,N,NA,N,N,Major collector roads,7,0,NA,8fa90787-8ea3-404e-b794-81be2e6a930f,ea259b0c-e98d-4d0d-9c7a-3a81b049ef06,N,0.992,CCUYCR00424**C,N,Daylight,1041,4,1,,1,1,2,CLEVELAND,Four-way intersection,,N,Y,2,N,0,,N,3095,N,CLEVELAND,N,,NA,,SCRANTON,RD,,,,,N,,,,3,,,,,N,N,N,0,NA,N,NA,0,Wet,Straight level,NA,28798,N,0.992,57,Y,Other improper action,West,North,NA,F,N,N,N,Data not valid or not provided,2,Nothing struck,1,2,25,Making leftturn,Pedalcycle,NA,NA,NA,NA,NA,None,Signal,Left turn,Sport utility vehicle,5,13,1,4,1,1,M,1,2,NA,14,20,NA,NA,NA,NA,NA,1,6,LT,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Cloudy,NA,Non_WZ_Non_CMV,NA,NA
174001591,20174001591,https://hsip.dot.state.oh.us/api/report/20174001591,2017,1/1/2017 0:00,12,CCUYCR00703**C,C,CUY,0.845,41.498995,-81.685667,16000,17668,1/26/2017 0:00,Property damage only,Pedalcycles,5,N,NA,N,N,Other principal arterial roads,15,0,NA,9c85b006-4ee9-491a-ac3e-af6914a8adbe,7bccd2a0-9e63-4f5d-9dbf-8a58816cd983,N,0.845,CCUYCR00703**C,N,Daylight,1022,4,1,N,2,0,2,CLEVELAND,Four-way intersection,,N,Y,5,N,0,CR,N,,N,CLEVELAND,N,,NA,E,9TH,ST,,,,,N,,,PROSPECT,1,,,,ST,N,N,N,0,NA,N,NA,0,Wet,Straight level,NA,34571,N,0.845,0,Y,Other improper action,West,East,NA,M,N,N,N,Data not valid or not provided,2,Nothing struck,1,2,25,"Walking, running, jogging, playing",Motor vehicle in transport,NA,NA,NA,NA,NA,None,Signal,No turn,Bicycle,5,26,1,4,3,1,M,1,2,25,1,15,NA,NA,NA,NA,NA,1,2,NT,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Cloudy,NA,Non_WZ_Non_CMV,NA,NA
174003177,20174003177,https://hsip.dot.state.oh.us/api/report/20174003177,2017,2/1/2017 0:00,12,CCUYCR00400**C,C,CUY,1.45,41.514489,-81.615491,16000,17668,2/6/2017 0:00,Minor injury suspected,Pedalcycles,2,N,NA,N,N,Minor arterial roads,15,0,NA,201b8a32-381a-49d0-bdf6-353314db6ad7,471f32c1-b25a-4788-bafd-62b955fec1cb,N,1.45,CCUYCR00400**C,N,Daylight,1628,4,2,,1,1,2,CLEVELAND,Not an intersection,N,N,Y,4,N,0.011,MR,Y,,N,CLEVELAND,N,,NA,E,105TH,ST,,,,,N,,,MAGNOLIA,1,,,,DR,N,N,N,0,NA,N,NA,0,Dry,Straight level,NA,37822,N,1.45,24,Y,Other improper action,North,South,NA,F,N,N,N,Travel lane ? other location,2,Nothing struck,2,2,35,"Walking, running, jogging, playing",Motor vehicle in transport,NA,NA,NA,NA,NA,None,No control,No turn,Bicycle,15,56,1,1,2,1,M,NA,1,35,1,15,NA,NA,NA,NA,NA,1,6,NT,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Clear,NA,Non_WZ_Non_CMV,NA,NA
174003331,20174003331,https://hsip.dot.state.oh.us/api/report/20174003331,2017,2/1/2017 0:00,6,MFRAMR04278**C,M,FRA,0.681,39.87762,-83.083571,32592,19234,2/21/2017 0:00,Injury possible,Pedalcycles,3,N,NA,N,N,Minor collector roads,8,0,NA,,,N,0.681,MFRAMR04278**C,N,Daylight,170800,4,2,,1,0,2,GROVE CITY,Driveway/alley access,,N,Y,2,N,0,,N,2975,N,GROVE CITY,N,,NA,,KINGSTON,AVE,,,,,N,,,,3,,,,,Y,N,N,0,NA,N,NA,1,Dry,Curve level,NA,322656,N,0.681,9,Y,Other improper action,East,West,NA,M,N,N,N,Sidewalk,2,Nothing struck,1,2,0,"Walking, running, jogging, playing",Motor vehicle in transport,NA,NA,NA,NA,NA,None,No control,No turn,Bicycle,5,38,1,2,1,1,M,NA,2,NA,11,15,NA,NA,NA,NA,NA,1,6,NT,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Cloudy,NA,Non_WZ_Non_CMV,NA,NA
174003432,20174003432,https://hsip.dot.state.oh.us/api/report/20174003432,2017,2/1/2017 0:00,8,SBUTSR00004**C,S,BUT,3.93,39.339426,-84.533943,25970,16885,2/7/2017 0:00,Minor injury suspected,Pedalcycles,3,N,Two-way roadway,N,N,Other principal arterial roads,6,0,NA,97dfdad2-0a4d-4b58-8216-c366ba5e6092,b12f6d43-45fa-4605-9ed2-84269574da80,N,3.93,SBUTSR00004**C,N,Dawn/dusk,17010268,4,2,N,1,1,2,FAIRFIELD,Not an intersection,S,N,N,4,N,0.019,CR,N,,N,FAIRFIELD,N,,NA,,DIXIE,HWY,4,SR,,,N,,,NILLES,1,,,,RD,N,N,N,0,NA,N,3,0,Wet,Straight level,NA,181364,N,14.346,32,Y,Wrong way,South,North,NA,M,N,N,N,Travel lane ? other location,2,Nothing struck,1,2,35,"Walking, running, jogging, playing",Motor vehicle in transport,NA,NA,NA,NA,NA,None,No control,No turn,Bicycle,5,45,1,1,2,1,M,NA,2,35,8,15,NA,NA,NA,NA,NA,1,6,NT,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Cloudy,NA,Non_WZ_Non_CMV,NA,NA
174003684,20174003684,https://hsip.dot.state.oh.us/api/report/20174003684,2017,2/1/2017 0:00,2,MLUCMR00607**C,M,LUC,0.882,41.65355,-83.535762,77000,87868,2/21/2017 0:00,Injury possible,Pedalcycles,3,N,NA,N,N,Major collector roads,18,0,NA,801bf028-07f7-414c-a0ef-20f62f95a6ac,175a9354-d52c-4033-8cd9-6229a0d8bd49,N,0.882,MLUCMR00607**C,N,Dark - lighted roadway,201701406,4,2,,1,0,2,TOLEDO,Four-way intersection,,N,Y,4,N,0,MR,Y,,N,TOLEDO,N,,NA,,ADAMS,ST,,,,,N,,N,HURON,1,,,,ST,N,N,Y,0,NA,N,NA,1,Wet,Straight level,NA,115931,N,0.882,18,Y,Improper crossing,North,South,NA,M,N,N,N,Intersection ? marked crosswalk,2,Nothing struck,1,2,25,"Walking, running, jogging, playing",Motor vehicle in transport,NA,NA,NA,NA,NA,None,Signal,No turn,Bicycle,5,0,1,4,3,1,,1,2,25,1,15,NA,NA,NA,NA,NA,1,2,NT,3,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Cloudy,NA,Non_WZ_Non_CMV,NA,NA
